,positive1,positive2,positive3,control1,control2,control3
URIAAL_R11726,12.65789576,12.29075953,12.50427848,12.11464333,12.38624399,12.26322642
URIAAL_R01745,6.990966758,5.075108153,5.456495784,8.014772548,4.790835485,5.115040819
URIAAL_R11828,8.524129671,9.212348422,8.93807477,9.313838613,8.758527726,9.009376593
URIAAL_R01818,8.324181856,8.433351133,8.119775618,7.768903071,8.169873387,8.18529288
URIAAL_R11814,9.929030022,9.210273086,8.667734472,9.59842427,7.274715108,8.420886675
URIAAL_R11727,14.57363867,12.34112221,13.21168724,14.90891538,12.1552095,11.70486592
URIAAL_R01807,5.268971085,5.692455051,5.078689628,5.833548159,5.098372679,5.257569707
URIAAL_R01829,5.520473026,5.472555868,4.363545172,5.66753605,4.790835485,4.363545172
URIAAL_R11815,4.363545172,4.363545172,4.919731905,4.926588771,4.363545172,4.363545172
URIAAL_R11728,7.347285126,7.507173423,8.630533156,6.681845003,6.430974731,7.600302902
URIAAL_R11729,12.0315694,11.80116789,12.05697862,12.07130029,12.17804165,11.91337731
URIAAL_R01728,5.961013677,5.799792167,5.365066786,5.630955528,5.258845731,5.257569707
URIAAL_R01825,4.363545172,5.604081612,5.004475073,4.363545172,5.209098481,5.257569707
URIAAL_R01824,5.268971085,5.825044428,5.498990869,6.030894245,5.944230311,5.912988914
URIAAL_R11816,11.60207533,11.94054591,11.7658909,11.88763511,12.13493057,11.74246599
URIAAL_R01729,10.74051522,11.47449998,11.39475269,11.06333547,11.35101284,10.96437587
URIAAL_R01815,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R01730,10.08373964,10.0220491,9.855835631,9.358767033,9.267230052,10.29280989
URIAAL_R11817,4.363545172,4.363545172,4.363545172,5.424478923,4.363545172,4.363545172
URIAAL_R11829,9.32397536,9.102494227,9.544677341,8.224378344,9.573342501,9.94757447
URIAAL_R11818,9.971802456,9.839555576,9.665240002,9.880401589,10.07603304,9.981760177
URIAAL_R01803,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R01741,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R01804,10.19450308,10.01731267,10.48661987,10.06998425,10.74194194,10.1896877
URIAAL_R01814,5.00894176,5.075108153,5.262800844,4.363545172,5.643016455,5.63808552
URIAAL_R01823,4.891955851,4.363545172,5.262800844,4.824231677,4.363545172,4.768462915
URIAAL_R09616,6.410382631,6.050718136,6.528851219,6.26572751,6.364795256,7.078474499
URIAAL_R07932,8.099084102,8.83513053,8.86313797,9.099247687,8.567168102,8.658632609
URIAAL_R09602,7.926505874,8.013515946,8.622975749,8.156079649,8.099472905,7.677906807
URIAAL_R07933,5.192272678,5.399204779,5.078689628,4.363545172,5.843984257,6.096780227
URIAAL_R09601,8.069221183,7.078149195,7.984305906,8.101225043,8.553222146,6.986263456
URIAAL_R07954,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07923,4.363545172,4.363545172,4.363545172,5.702868692,4.790835485,4.363545172
URIAAL_R09617,7.054519961,7.909303526,8.512765503,7.264799689,7.157794493,7.606426251
URIAAL_R07934,4.363545172,4.363545172,5.206368921,5.273670624,4.666235093,4.934336631
URIAAL_R09600,4.363545172,4.363545172,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R07922,10.89555919,11.35292761,10.98331047,11.58518819,11.1334585,10.96024448
URIAAL_R07921,5.846575098,6.404520936,6.626946303,6.106231894,5.50778211,5.86785707
URIAAL_R09633,8.198941541,8.197335655,8.064885635,7.352948957,8.169873387,8.592883423
URIAAL_R07920,11.45913631,11.51914275,11.4654693,11.35736905,11.6354925,11.28063784
URIAAL_R07953,7.420751101,6.071056843,5.986348972,6.177137402,5.869891152,6.56435651
URIAAL_R09599,4.363545172,4.777125374,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09618,12.29353258,13.34169075,12.54398191,13.30202985,12.1720831,11.97872574
URIAAL_R09598,10.20989707,10.85521173,10.21676586,10.20681771,9.513516243,10.18261097
URIAAL_R07935,7.967604957,9.697240252,8.479655769,7.966425988,7.429680058,9.002494873
URIAAL_R09619,8.903028123,8.988407347,9.813399149,8.420614573,9.006158391,9.191818245
URIAAL_R09620,7.229287543,7.087426988,7.622023478,7.274873843,7.800816156,7.569280867
URIAAL_R07936,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07952,5.520473026,5.663832205,5.315501485,5.154913227,5.50778211,5.060393588
URIAAL_R09596,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R09595,7.069959223,6.867230809,7.442912021,7.658764935,7.138898296,7.352675415
URIAAL_R07924,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09621,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09603,4.363545172,4.363545172,4.363545172,5.01234472,4.790835485,4.363545172
URIAAL_R07931,5.624597821,5.5071585,6.201986741,5.377081874,5.432305026,5.37823485
URIAAL_R07937,4.363545172,4.777125374,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07938,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09604,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09605,4.363545172,4.363545172,4.685980511,5.377081874,4.965656574,4.363545172
URIAAL_R07955,10.14553175,11.31629278,10.92243646,11.00061602,12.03216235,10.90481692
URIAAL_R07939,9.812835464,10.65179526,10.01553246,9.036562024,10.39345761,10.02423144
URIAAL_R09622,11.71903235,12.05325279,12.21978955,11.08106772,12.58234377,11.9871614
URIAAL_R07940,4.363545172,4.363545172,4.363545172,4.363545172,5.349969239,4.363545172
URIAAL_R07941,4.363545172,4.363545172,5.365066786,4.824231677,4.363545172,4.363545172
URIAAL_R09612,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09613,4.363545172,4.363545172,4.363545172,5.01234472,4.363545172,4.363545172
URIAAL_R07942,6.507273859,6.590830439,6.545717908,6.28692339,6.854556274,6.640468923
URIAAL_R09606,10.92279706,11.56285154,11.06137189,10.86143334,10.86665866,11.49080376
URIAAL_R07943,11.74450132,11.98244565,12.32891792,11.21494307,11.88207367,12.42034032
URIAAL_R09607,4.738226096,5.130859041,5.145389309,5.273670624,5.098372679,5.746310082
URIAAL_R09623,4.891955851,5.98751827,5.932591885,5.326964755,5.098372679,5.86785707
URIAAL_R07944,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09608,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07925,4.363545172,4.363545172,4.363545172,5.154913227,4.363545172,4.363545172
URIAAL_R07945,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07926,4.363545172,4.363545172,5.004475073,4.363545172,4.363545172,4.363545172
URIAAL_R09624,4.363545172,4.363545172,5.004475073,4.824231677,4.363545172,4.363545172
URIAAL_R07927,10.28287767,10.95639063,10.972971,9.695606117,10.55744979,11.63364969
URIAAL_R09625,6.640320202,7.260996597,6.44107503,6.28692339,5.643016455,5.86785707
URIAAL_R07928,6.619058741,6.981755301,6.11087821,6.19988695,5.610890998,5.86785707
URIAAL_R09628,4.363545172,4.777125374,5.004475073,4.363545172,4.363545172,4.363545172
URIAAL_R09627,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09626,4.363545172,4.363545172,4.363545172,5.087435481,4.363545172,4.650333526
URIAAL_R07946,10.80161454,11.5542968,11.27902445,10.63909979,11.05359992,11.77003655
URIAAL_R09629,6.220812071,6.753992999,6.201986741,6.842296563,7.157794493,6.957345464
URIAAL_R09630,8.770641545,8.687627897,9.147234962,8.577224363,7.504837357,8.385984904
URIAAL_R09631,11.5910166,11.49763162,11.85061736,10.81301786,11.48293749,11.7087407
URIAAL_R09615,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R14876,5.624597821,5.692455051,6.732893284,5.833548159,6.182391428,5.720279544
URIAAL_R07947,9.222979102,9.517667517,9.554623181,8.333008188,9.469738107,9.856480526
URIAAL_R09614,9.600773724,9.27524306,9.901739749,9.552356457,9.841495197,9.71926543
URIAAL_R09611,6.836140595,6.291774289,7.165269908,5.154913227,6.121987233,6.483555247
URIAAL_R07929,4.891955851,4.363545172,4.818598514,5.553567254,4.965656574,4.363545172
URIAAL_R09609,7.720439718,6.777414715,5.616246526,6.222224296,5.432305026,6.272628552
URIAAL_R09634,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09635,4.363545172,4.946467387,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07930,11.21829094,10.94459236,11.0275156,10.76555492,11.35201719,11.00676956
URIAAL_R07948,5.338961133,5.873887852,6.366283539,5.737053834,6.258574117,6.115548223
URIAAL_R09632,11.3645122,11.24264572,10.99868203,11.46878392,11.48614303,11.64472434
URIAAL_R07949,8.948668738,8.074404152,8.036627413,8.722034057,7.248593616,8.035404792
URIAAL_R07950,5.403613926,4.946467387,4.818598514,5.863920621,4.790835485,4.363545172
URIAAL_R09610,5.924129206,5.182500828,5.65245373,4.824231677,5.577707526,5.37823485
URIAAL_R07951,5.268971085,6.204569259,5.721272924,5.593011071,5.704406029,5.516985098
URIAAL_R07840,5.624597821,5.540547154,5.846902511,5.01234472,5.543373549,5.720279544
URIAAL_R03587,11.23760854,12.33756564,11.98787659,11.18770394,11.47096844,11.49814971
URIAAL_R07873,12.08354967,11.83418555,11.55037049,11.59953051,11.9762684,12.06808882
URIAAL_R07872,4.363545172,4.363545172,4.363545172,4.363545172,5.305661948,4.363545172
URIAAL_R03553,4.738226096,4.363545172,4.363545172,4.363545172,4.965656574,4.768462915
URIAAL_R03559,11.10395622,11.29737636,11.19763864,11.25611027,11.230583,11.70592371
URIAAL_R07871,5.403613926,7.150681159,6.56237004,6.056538929,7.060616207,6.018619882
URIAAL_R07876,9.246412029,9.555744239,9.781578061,9.400075327,9.499070872,9.788839708
URIAAL_R03564,4.363545172,4.363545172,4.363545172,4.363545172,4.666235093,4.363545172
URIAAL_R07870,5.106768862,6.845330262,6.459112213,5.326964755,5.098372679,5.60916277
URIAAL_R03586,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03585,5.268971085,7.580487843,6.528851219,7.497129874,6.84279664,6.320864913
URIAAL_R03584,10.49319804,10.43012468,10.5565485,9.78144667,10.06504708,10.67275489
URIAAL_R07839,4.363545172,4.363545172,4.818598514,4.824231677,4.363545172,4.363545172
URIAAL_R07838,4.363545172,4.777125374,4.363545172,5.469511828,4.363545172,4.363545172
URIAAL_R07869,9.33650582,9.367510448,9.938654027,9.102033146,8.969922993,9.833423901
URIAAL_R03583,11.12755968,11.31098245,10.9323811,10.11200084,10.24562665,9.875416569
URIAAL_R07868,4.891955851,4.946467387,5.206368921,4.363545172,5.543373549,5.165669828
URIAAL_R03588,9.545196033,9.521018784,9.570395061,8.519960182,9.3819178,9.722058063
URIAAL_R03582,5.624597821,5.572825096,5.876193263,5.553567254,5.843984257,5.771723865
URIAAL_R07837,7.201649308,6.742127037,6.56237004,7.244429928,7.060616207,6.441189846
URIAAL_R07836,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R07867,4.363545172,4.363545172,4.363545172,5.216595778,4.666235093,4.363545172
URIAAL_R07877,8.907237671,7.893772679,9.009298183,8.351902433,8.020340221,8.403542113
URIAAL_R03593,11.56731447,10.67453052,10.97074572,10.98788851,9.789040148,11.47102969
URIAAL_R07866,9.246412029,8.959031606,9.39991266,9.193666312,8.556721369,8.90744514
URIAAL_R07865,6.277949273,6.071056843,6.179837966,7.471200739,5.392096277,5.484200565
URIAAL_R07864,12.96652142,12.29663296,12.81039029,13.80423538,12.47994918,12.78375612
URIAAL_R07863,5.403613926,5.075108153,5.262800844,4.824231677,4.790835485,5.956403081
URIAAL_R03581,10.25016185,10.23996774,10.76953131,9.546237525,9.760566088,10.73833284
URIAAL_R03580,7.786382595,11.02404298,7.122223228,8.477609977,8.712242116,7.485272228
URIAAL_R07862,4.363545172,5.773944293,4.363545172,4.363545172,4.790835485,4.650333526
URIAAL_R07861,8.468161872,9.174526641,8.397811094,8.643819559,8.84399282,9.211837022
URIAAL_R03579,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R15189,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R15188,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R03578,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03577,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03590,10.11314845,10.07542811,9.5041927,9.435824708,10.00755065,10.12892446
URIAAL_R07874,8.038719408,8.478986806,8.746334232,7.181465151,8.594659686,8.561971367
URIAAL_R07835,8.868900391,8.433351133,8.568928973,8.40261132,7.325533134,8.768263444
URIAAL_R03576,4.891955851,5.360144269,5.315501485,4.824231677,5.155862306,5.45022945
URIAAL_R07860,10.02499412,9.422312443,9.359626394,9.880401589,9.001037474,9.481203339
URIAAL_R07859,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03558,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07858,12.55687624,12.48566641,12.79370373,11.48165748,12.39382222,12.21078766
URIAAL_R07857,4.363545172,4.363545172,5.004475073,5.273670624,4.790835485,4.363545172
URIAAL_R07856,13.96268725,13.82984538,14.20863708,13.14669343,14.28007339,13.94985988
URIAAL_R03562,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03575,4.363545172,4.363545172,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R03574,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07855,4.363545172,4.363545172,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R15190,4.363545172,5.276213501,5.004475073,4.824231677,5.035531377,5.37823485
URIAAL_R03557,6.160910052,6.110726274,5.846902511,5.802321118,5.432305026,6.60296174
URIAAL_R03563,8.675079291,8.371391999,8.500438805,7.916379229,8.604834696,8.836961127
URIAAL_R03573,6.619058741,8.985982161,7.031878252,8.93709238,5.674164526,6.336542105
URIAAL_R07875,4.363545172,6.777414715,6.157282142,6.08164292,6.652824795,5.579384528
URIAAL_R07854,8.445148065,9.017194973,7.753342175,10.11338052,7.689747662,7.966006688
URIAAL_R03572,7.420751101,7.662486304,7.5271612,7.104196116,6.866214668,7.285191546
URIAAL_R03571,6.410382631,6.730155045,5.687429516,6.463243587,5.733803569,6.304990716
URIAAL_R07853,5.106768862,5.075108153,5.078689628,4.824231677,5.155862306,4.650333526
URIAAL_R03570,10.88813718,10.87889742,11.19700422,10.65149664,11.09137797,11.08311589
URIAAL_R03591,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03589,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07852,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.650333526
URIAAL_R03569,5.719008711,6.550138691,5.65245373,5.833548159,5.392096277,4.858662109
URIAAL_R07841,5.624597821,7.48649734,5.004475073,4.363545172,4.363545172,4.363545172
URIAAL_R07851,5.00894176,4.363545172,4.363545172,5.01234472,4.363545172,4.363545172
URIAAL_R07850,7.671383171,6.8004354,7.659741007,6.444809483,6.611354099,7.308050751
URIAAL_R07834,9.412443282,10.36824397,10.53059509,10.58643319,10.46947687,10.08513849
URIAAL_R03556,4.363545172,4.363545172,4.363545172,4.824231677,4.885923333,5.339906261
URIAAL_R03560,6.220812071,6.274814056,6.44107503,6.328271974,5.944230311,6.497374745
URIAAL_R07833,11.93660909,12.38128949,12.28003539,11.20850406,12.1609515,12.35374006
URIAAL_R07843,4.363545172,4.777125374,4.363545172,4.363545172,4.965656574,4.858662109
URIAAL_R07849,5.106768862,6.186367505,6.062619219,4.363545172,6.101166047,6.577351229
URIAAL_R03568,4.363545172,4.946467387,4.818598514,4.363545172,5.098372679,5.000689288
URIAAL_R03567,4.363545172,4.363545172,5.004475073,4.363545172,4.363545172,4.363545172
URIAAL_R03555,4.363545172,4.363545172,4.363545172,5.087435481,4.363545172,4.363545172
URIAAL_R03561,4.363545172,4.363545172,4.363545172,4.363545172,4.965656574,4.363545172
URIAAL_R07832,4.363545172,4.363545172,4.363545172,5.01234472,4.363545172,4.363545172
URIAAL_R07831,4.363545172,4.363545172,4.363545172,5.087435481,4.363545172,4.363545172
URIAAL_R07848,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07842,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R14972,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R07847,4.363545172,4.363545172,4.363545172,5.154913227,4.363545172,4.363545172
URIAAL_R03566,5.805686801,5.825044428,5.206368921,5.893492605,5.209098481,4.934336631
URIAAL_R07846,9.659281081,10.01137016,10.23666218,9.742736684,9.984412638,10.22652698
URIAAL_R07845,4.363545172,5.014186365,4.919731905,5.702868692,4.363545172,5.000689288
URIAAL_R03554,5.192272678,4.86921915,5.721272924,4.926588771,5.643016455,5.666211823
URIAAL_R03592,6.410382631,5.98751827,6.286822642,5.553567254,6.162586981,5.771723865
URIAAL_R03565,9.585111964,8.99082845,8.904212943,8.643819559,8.670884348,8.328309564
URIAAL_R07844,13.29665995,13.22077105,13.30133022,12.95018961,14.40756385,13.22336531
URIAAL_R06421,4.363545172,4.363545172,4.363545172,5.469511828,4.666235093,4.363545172
URIAAL_R15107,6.974607085,6.14913368,6.56237004,7.643409865,6.509186468,6.077714856
URIAAL_R14657,5.719008711,6.291774289,6.11087821,6.106231894,6.31280267,6.077714856
URIAAL_R06419,8.439336385,8.893247106,8.272816285,9.957715559,8.815092844,8.438023715
URIAAL_R06383,8.784442816,8.749031177,7.984305906,9.3841515,8.030475413,7.773359002
URIAAL_R02074,9.80158735,9.563890269,8.97412743,10.25511411,9.482644758,9.420588431
URIAAL_R02128,9.192279355,9.157392518,8.935029171,10.25135951,9.742288202,9.399802945
URIAAL_R02126,8.128334664,7.835328128,7.614357541,8.707460915,8.350325868,8.148228129
URIAAL_R02125,6.722117079,6.186367505,6.844521831,6.842296563,6.364795256,7.315587966
URIAAL_R15391,4.363545172,5.130859041,5.078689628,5.922312734,4.965656574,4.934336631
URIAAL_R06384,8.583271323,7.909303526,7.674550516,9.01307246,8.123327671,8.003439338
URIAAL_R14863,5.192272678,4.946467387,4.363545172,5.950424909,5.349969239,4.934336631
URIAAL_R14656,11.91225118,11.96411031,12.33959132,12.19011143,12.89950871,11.50221469
URIAAL_R15105,10.79595976,9.735240489,10.40215789,10.66566953,10.53639644,10.14253467
URIAAL_R14862,10.54940125,9.732352708,10.07476607,11.31063726,10.48695744,10.66624748
URIAAL_R02122,8.171116322,7.50031513,7.334640483,7.651108261,7.540960664,7.471890516
URIAAL_R02124,8.279306809,7.904145408,7.746357787,8.117903945,7.841763443,7.524669523
URIAAL_R15387,6.7021339,7.573978369,6.11087821,7.796882038,6.806891192,6.628084371
URIAAL_R15389,8.385942071,8.8697555,7.353277652,9.082420711,8.025416829,7.86787528
URIAAL_R15390,8.48518287,8.743295078,7.674550516,9.713916139,8.496041017,8.294815619
URIAAL_R06379,10.4376238,12.97435248,10.07476607,11.8803624,10.79682292,10.32070462
URIAAL_R14864,4.363545172,4.363545172,4.363545172,5.922312734,4.363545172,4.768462915
URIAAL_R02082,8.205813974,9.163841746,8.253333393,8.666604799,9.262960163,7.740399844
URIAAL_R15106,4.363545172,4.363545172,4.363545172,5.154913227,4.666235093,4.650333526
URIAAL_R02121,7.55705932,7.114891515,6.947635824,8.342486491,7.203936682,7.537560503
URIAAL_R06380,6.332593726,5.572825096,5.904741953,7.580262911,5.817460607,6.152233343
URIAAL_R06382,6.384976422,5.965671312,6.404224767,6.828475543,6.84279664,6.36732673
